# v5.0 21-DEC-20
omop_cdm_table,omop_cdm_field,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept
device_exposure,device_type_concept_id,32818,EHR administration record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32819,EHR admission note,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32820,EHR ancillary report,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32821,EHR billing record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32822,EHR chief complaint,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32823,EHR discharge record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32824,EHR discharge summary,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32825,EHR dispensing record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32826,EHR emergency room note,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32827,EHR encounter record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32828,EHR episode record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32829,EHR inpatient note,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32830,EHR medication list,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32831,EHR note,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32832,EHR nursing report,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32833,EHR order,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32834,EHR outpatient note,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32836,EHR physical examination,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32837,EHR planned dispensing record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32838,EHR prescription,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32839,EHR prescription issue record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32840,EHR problem list,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32841,EHR radiology report,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32842,EHR referral record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32843,External CDM instance,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32844,Facility claim,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32845,Facility claim detail,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32846,Facility claim header,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32847,Geographic isolation record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32848,Government report,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32849,Health Information Exchange record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32850,Health Risk Assessment,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32851,Healthcare professional filled survey,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32852,Hospital cost,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32853,Inpatient claim,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32854,Inpatient claim detail,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32855,Inpatient claim header,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32856,Lab,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32857,Mail order record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32858,NLP,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32859,Outpatient claim,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32860,Outpatient claim detail,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32861,Outpatient claim header,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32862,Patient filled survey,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32863,Patient or payer paid record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32864,Patient reported cost,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32865,Patient self-report,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32866,Payer system record (paid premium),Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32867,Payer system record (primary payer),Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32868,Payer system record (secondary payer),Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32869,Pharmacy claim,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32870,Pre-qualification time period,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32871,Professional claim,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32872,Professional claim detail,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32873,Professional claim header,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32874,Provider charge list price,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32875,Provider financial system,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32876,Provider incurred cost record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32877,Randomization record,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32878,Reference lab,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32879,Registry,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32880,Standard algorithm,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32882,Standard algorithm from EHR,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32881,Standard algorithm from claims,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32883,Survey,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32885,US Social Security Death Master File,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32884,Urgent lab,Type Concept,Type Concept,Type Concept,S
device_exposure,device_type_concept_id,32886,Vision claim,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32809,Case Report Form,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32810,Claim,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32811,Claim authorization,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32812,Claim discharge record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32813,Claim enrolment record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32814,Cost record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32815,Death Certificate,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32816,Dental claim,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32817,EHR,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32835,EHR Pathology report,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32818,EHR administration record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32819,EHR admission note,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32820,EHR ancillary report,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32821,EHR billing record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32822,EHR chief complaint,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32823,EHR discharge record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32824,EHR discharge summary,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32825,EHR dispensing record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32826,EHR emergency room note,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32827,EHR encounter record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32828,EHR episode record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32829,EHR inpatient note,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32830,EHR medication list,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32831,EHR note,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32832,EHR nursing report,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32833,EHR order,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32834,EHR outpatient note,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32836,EHR physical examination,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32837,EHR planned dispensing record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32838,EHR prescription,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32839,EHR prescription issue record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32840,EHR problem list,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32841,EHR radiology report,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32842,EHR referral record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32843,External CDM instance,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32844,Facility claim,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32845,Facility claim detail,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32846,Facility claim header,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32847,Geographic isolation record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32848,Government report,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32849,Health Information Exchange record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32850,Health Risk Assessment,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32851,Healthcare professional filled survey,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32852,Hospital cost,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32853,Inpatient claim,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32854,Inpatient claim detail,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32855,Inpatient claim header,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32856,Lab,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32857,Mail order record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32858,NLP,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32859,Outpatient claim,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32860,Outpatient claim detail,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32861,Outpatient claim header,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32862,Patient filled survey,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32863,Patient or payer paid record,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32864,Patient reported cost,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32865,Patient self-report,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32866,Payer system record (paid premium),Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32867,Payer system record (primary payer),Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32868,Payer system record (secondary payer),Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32869,Pharmacy claim,Type Concept,Type Concept,Type Concept,S
drug_exposure,drug_type_concept_id,32870,Pre-qualification time period,Type Concept,Type Concept,Type Concept,S
